Flat_No,House_Name,House_No,Street,Locale,Town,Postcode,Parish,Consideration,Market_Value,Acquisition_Date,Registered_Date
,The Coach House,,Patrick Road,,St Johns,IM4 3BP,Patrick,400000,400000,9/3/2018,3/8/2018
,,12,The Fairway,,Onchan,IM3 2EL,Onchan,424000,424000,9/3/2018,10/4/2018
,Land Adjacent To,,Hoyshoern,,West Baldwin,IM4 5HD,Marown,500,500,9/3/2018,25/04/2018
,Bridgemount,,Glencrutchery Road,,Douglas,IM2 6AJ,Onchan,0.25,350000,9/3/2018,7/8/2018
Apartment 2,Falcon Cliff Apartments,90,Palace Road,,Douglas,IM2 4LD,Onchan,147000,147000,9/3/2018,29/05/2018
,,8,Glencrutchery Road,,Douglas,IM2 6BD,Onchan,347000,347000,9/3/2018,6/7/2018
,,26,Ballabrooie Way,,Douglas,IM1 4EN,Onchan,265000,265000,9/3/2018,13/06/2018
,,60,Port E Chee Avenue,,Douglas,IM2 5ER,Onchan,180000,180000,9/3/2018,10/8/2018
,Seaview,1,Gellings Avenue,,Port St Mary,IM9 5BG,Rushen,260000,260000,9/3/2018,20/11/2018
,,16,Baldrine Park,,Baldrine,IM4 6DD,Lonan,370000,370000,9/3/2018,12/7/2018
,,12,Convery Close,,Onchan,IM3 1NT,Onchan,150000,150000,9/3/2018,28/06/2018
,Mines View,30,Cronk Cullyn,,Colby,IM9 4NQ,Arbory,567000,567000,9/3/2018,11/1/2019
,Access Road Leading To,29/30,Cronk Cullyn,,Colby,IM9 4NQ,Arbory,0.25,0.25,9/3/2018,31/01/2019
,,5,Ballaughton Villas,New Castletown Road,Douglas,IM2 1JF,Braddan,270000,270000,12/3/2018,24/05/2018
,,23,Horseshoe Avenue,Saddlestone,Douglas,IM2 1QT,Braddan,352000,352000,12/3/2018,31/05/2018
,,42,Knock Rushen,,Castletown,IM9 1TQ,Malew,394000,394000,12/3/2018,24/05/2018
,Courtyard Abutting,41-44,Knock Rushen,,Castletown,IM9 1TQ,Malew,1000,1000,12/3/2018,1/6/2018
,,23,Ballacriy Park,,Colby,IM9 4LT,Arbory,180000,180000,13/03/2018,25/06/2018
,,13,Richmond Close,Glen Park,Douglas,IM2 6HR,Onchan,179000,179000,13/03/2018,21/08/2018
,,1,Mcleods Field,,Peel,IM5 1UX,German,187500,187500,14/03/2018,6/7/2018
Apartment 50,Castle Court,,Farrants Way,,Castletown,IM9 1PE,Malew,142000,142000,14/03/2018,23/03/2018
,Woodbourne,8,Whitebridge Avenue,,Ramsey,IM8 3PW,Lezayre,205000,205000,14/03/2018,14/06/2018
,Barrule,,Crescent Road,,Ramsey,IM8 2JR,Maughold,205000,205000,14/03/2018,7/6/2018
,,11,Rockmount Road,Slieau Whallian View,Peel,IM5 1QN,German,244950,244950,14/03/2018,17/08/2018
,Kionehenin,,Dhoon Loop Road,Dhoon,Maughold,IM7 1HP,Maughold,1000000,1000000,14/03/2018,14/09/2018
,,3,Raad Kirree Varrey,Slieau Whallian View,Peel,IM5 1QR,German,350000,350000,14/03/2018,20/08/2018
,,11,Kingswood Grove,,Douglas,IM1 3LY,Onchan,107000,107000,14/03/2018,25/06/2018
,Close Charrane,,Main Road,,Glen Vine,IM4 4BG,Marown,325000,325000,14/03/2018,26/07/2018
,,19,Taubman Street,,Ramsey,IM8 1DH,Maughold,180000,180000,15/03/2018,22/03/2018
,Flat 710/711,,Kings Court,St Pauls Square,Ramsey,IM8 1LW,Maughold,145000,145000,15/03/2018,12/4/2018
,,10,Bradda View Grove,Colby,Rushen,IM9 4DE,Rushen,587999,587999,15/03/2018,10/5/2018
Apartment 2,Riverside Apartments,,Old Castletown Road,,Douglas,IM1 5AN,Braddan,130000,130000,15/03/2018,4/10/2018
,,46,Ballatessan Meadow,,Peel,IM5 1DU,German,307000,307000,16/03/2018,23/03/2018
,,20,Governors Road,,Onchan,IM3 1AU,Onchan,305000,305000,16/03/2018,21/05/2018
,,2,Clarence Terrace,Central Promenade,Douglas,IM2 4LS,Onchan,400000,400000,16/03/2018,3/4/2018
Apartment 1,King Edward Bay Apartments,,Sea Cliff Road,,Onchan,IM3 2JE,Onchan,295000,295000,16/03/2018,3/4/2018
,Plot Of Land,,Sulby Glen Road,,Sulby,,Lezayre,320000,320000,16/03/2018,13/09/2018
,Holly Bank,,The Wheel,,Laxey,IM4 7NL,Lonan,80000,300000,16/03/2018,10/4/2018
,,13,Eskdale Road,,Onchan,IM3 2AL,Onchan,205500,205500,16/03/2018,5/6/2018
,,9,Victoria Avenue,,Douglas,IM2 4AP,Onchan,175000,175000,16/03/2018,30/04/2018
Unit 3,Middle Park Industrial Units,,Richmond Hill,,Braddan,IM4 1JL,Braddan,180000,180000,16/03/2018,14/12/2018
,Margher Breck,9,Groudle Road,,Onchan,IM3 2EJ,Onchan,395000,395000,16/03/2018,30/04/2018
,,6,Beech Close,Birch Hill,Onchan,IM3 3HH,Onchan,260000,260000,16/03/2018,22/05/2018
,Killey Begs,,Main Road,,Crosby,IM4 4BH,Marown,207500,207500,16/03/2018,16/05/2018
,,23,Claughbane Drive,,Ramsey,IM8 2AY,Maughold,195000,195000,16/03/2018,6/6/2018
Flat 18,Rectory Court,,St Pauls Square,,Ramsey,IM8 1LD,Maughold,72500,72500,16/03/2018,23/05/2018
,Cooil Bane,,Maine Road,,Port Erin,IM9 6LQ,Rushen,270000,270000,16/03/2018,19/06/2018
,,12,Kermode Road,Eyreton Lea,Crosby,IM4 4BZ,Marown,346000,346000,16/03/2018,13/06/2018
Unit 22,,,Balthane Industrial Estate,Balthane,Malew,IM9 2AX,Malew,115000,115000,16/03/2018,9/10/2018
,,13,Factory Lane,,Peel,IM5 1NA,German,65000,65000,16/03/2018,26/06/2018
,,11A,Norwood Drive,,Douglas,IM2 5HJ,Onchan,397000,397000,16/03/2018,26/06/2018
,,9,Samuel Webb Crescent,Reayrt Y Sheear,Douglas,IM2 6PP,Onchan,25000,142500,16/03/2018,15/08/2018
,Riverside,,Crossag Road,,Ballasalla,IM9 3EE,Malew,325000,325000,16/03/2018,25/06/2018
Apartment 11,Ascog Hall,,Stanley Mount East,,Ramsey,IM8 1NP,Maughold,36500,36500,16/03/2018,26/06/2018
,,57,Lakeside Road,Governors Hill,Douglas,IM2 7EX,Onchan,190000,190000,16/03/2018,17/07/2018
,York House,,Upper Promenade,,Port Erin,IM9 6LA,Rushen,1040000,1040000,19/03/2018,20/04/2018
,Ramsey Shipyard,,Shipyard Road,,Ramsey,,Lezayre,1,925000,19/03/2018,24/04/2018
,,66,Murrays Road,,Douglas,IM2 3HN,Onchan,273300,273300,19/03/2018,2/5/2018
,Burnbrae,,Ballakilpheric Road,,Colby,IM9 4BT,Rushen,900000,900000,19/03/2018,29/05/2018
,Flat 14 And Parking Space 9,,The Fountains,Ballure Promenade,Ramsey,,Maughold,0,315000,20/03/2018,29/03/2018
Apartment 39,,,The Courtyard,,Castletown,IM9 1DQ,Malew,1,152500,20/03/2018,18/04/2018
Apartment 46,,,The Courtyard,,Castletown,IM9 1DQ,Malew,1,120000,20/03/2018,18/04/2018
,,2,Croft Park,,Andreas,IM7 4HN,Andreas,225000,225000,20/03/2018,18/05/2018
,,27,Ballalough,,Andreas,IM7 4HU,Andreas,170000,170000,20/03/2018,11/7/2018
,,17,Croit Ny Glionney,,Colby,IM9 4PP,Arbory,150000,150000,20/03/2018,11/6/2018
Apartment 4,The Belgravia,,3 Mona Drive,,Douglas,IM2 4LG,Onchan,149950,149950,20/03/2018,29/06/2018
,Margarita Cottage,,Baldhoon Road,Laxey,Lonan,IM4 7NA,Lonan,250000,250000,20/03/2018,18/10/2018
,Crofton,,Baldhoon Road,Laxey,Lonan,IM4 7NA,Lonan,400000,400000,20/03/2018,19/10/2018
,,2,Bradda View Grove,Colby,Rushen,IM9 4DE,Rushen,699999,699999,21/03/2018,11/5/2018
,,7,Ballaglonney Close,,Crosby,IM4 2DH,Marown,460000,460000,21/03/2018,11/7/2018
,,29,Mount View Road,,Onchan,IM3 4BS,Onchan,295000,295000,21/03/2018,6/6/2018
,,29,Springfield Rise,,Foxdale,IM4 3JX,Patrick,15000,142500,21/03/2018,21/05/2018
,,10,Stanley Mount,,Peel,IM5 1NE,German,75397.86,75397.86,21/03/2018,25/05/2018
,Toms Cottage,,Kerrowkeil Road,,Grenaby,IM9 3BB,Malew,305000,305000,21/03/2018,21/08/2018
,Atlantic House,,4 - 8 Circular Road,,Douglas,IM1 1AG,Onchan,2178500,2178500,21/03/2018,31/07/2018
,Slaidburn,12,Glencrutchery Road,,Douglas,IM2 6BB,Onchan,412500,412500,21/03/2018,17/08/2018
,,11,Carnane Lane,Ballakilley,Port St Mary,IM9 5NQ,Rushen,274950,274950,22/03/2018,22/05/2018
,,29,Harbour Road,,Onchan,IM3 1BJ,Onchan,410000,410000,22/03/2018,21/05/2018
,,31,Derby Road,,Douglas,IM2 3ES,Onchan,210000,210000,22/03/2018,27/06/2018
,,39,Ballagarey Road,,Glen Vine,IM4 4EF,Marown,510000,510000,22/03/2018,29/08/2018
,The Islander Chippy,82,Bucks Road,,Douglas,IM1 3AG,Onchan,300000,300000,22/03/2018,19/09/2018
,Port Jack Chippy,7-Jun,Port Jack,,Onchan,IM3 1ED,Onchan,300000,300000,22/03/2018,21/09/2018
,Sky Hill,15,Riverbank Road,,Ramsey,IM8 3PP,Lezayre,0,405000,23/03/2018,28/03/2018
,,18,Ballaradcliffe,,Andreas,IM7 3EN,Andreas,230000,230000,23/03/2018,18/04/2018
,Limehurst,25,Falkland Drive,,Onchan,IM3 1EG,Onchan,0.25,300000,23/03/2018,25/04/2018
,Kelben Cottage,,Falcon Street,,Douglas,IM2 3HA,Onchan,163000,163000,23/03/2018,18/04/2018
Flat 9,Fuchsia Court,,Governors Hill,,Douglas,IM2 7EL,Onchan,175000,175000,23/03/2018,29/05/2018
,,127,Cronk Liauyr,Tromode Park,Douglas,IM2 5LT,Onchan,100000,607000,23/03/2018,18/04/2018
,,6,Ennerdale Avenue,,Onchan,IM3 2DL,Onchan,399950,399950,23/03/2018,6/7/2018
Apartment 12,The Pavilions,,Fairway Drive,,Ramsey,IM8 2BQ,Maughold,325000,325000,23/03/2018,6/6/2018
,Reayrt Slystagh,,Ramsey Road,,Lynague,IM5 2AQ,German,182000,182000,23/03/2018,18/05/2018
,Fairhaven,12,Beech Avenue,,Onchan,IM3 3HQ,Onchan,222000,222000,23/03/2018,5/6/2018
,,4,Stowell Place,,Castletown,IM9 1HF,Malew,202500,202500,23/03/2018,7/6/2018
Flat 4,,3,Derby Road,,Douglas,IM2 3ES,Onchan,103700,103700,23/03/2018,13/07/2018
,,2,Athol Court,,Port Erin,IM9 6EJ,Rushen,235000,235000,23/03/2018,11/6/2018
,,,24 Birchill Crescent,,Onchan,IM3 3DJ,Onchan,230000,230000,23/03/2018,22/08/2018
,Ribblesdale,5,Shore Road,,Castletown,IM9 1BF,Malew,280000,280000,23/03/2018,28/06/2018
,,3,Bradda View Grove,Colby,Rushen,IM9 4DE,Rushen,679999,679999,23/03/2018,30/08/2018
,,,Roadway At Gibbs Park,,Ramsey,IM8 3LD,Lezayre,0.25,0.25,25/03/2018,17/10/2018
,Bourne Court,,Brookfield Avenue,,Castletown,IM9 1TL,Malew,750000,750000,26/03/2018,25/04/2018
Apartment 3,Kenilworth Apartments,,Central Promenade,,Douglas,IM2 4LU,Onchan,225000,225000,26/03/2018,30/05/2018
,Garey Ne Geay,,Lhen Bridge,,Andreas,IM7 3EP,Andreas,400000,400000,26/03/2018,23/05/2018
,,82,King Edward Road,,Onchan,IM3 2AU,Onchan,625000,625000,26/03/2018,20/06/2018
Flat 3,,11,Derby Road,,Douglas,IM2 3ES,Onchan,54000,54000,26/03/2018,28/08/2018
,,,13 Sprucewood View,,Foxdale,IM4 3HA,Patrick,225000,225000,26/03/2018,6/7/2018
,Showroom And Workshop,,Derby Road,,Ramsey,IM8 1DA,Lezayre,200000,200000,27/03/2018,27/04/2018
,,4,Kneale Court,Claughbane Drive,Ramsey,IM8 2AP,Maughold,299000,299000,27/03/2018,6/6/2018
,Shared Driveway And Landscaped Area Associated With,2,Eleanora Gardens,Eleanora Drive,Douglas,IM2 3NR,Onchan,0,0,27/03/2018,3/9/2018
,,2,Eleanora Gardens,Eleanora Drive,Douglas,IM2 3NR,Onchan,315500,315500,27/03/2018,6/9/2018
,,69,Malew Street,,Castletown,IM9 1LR,Malew,200000,200000,27/03/2018,18/09/2018
Apartment 34,Millennium Court,,Queens Promenade,,Douglas,IM2 4NN,Onchan,218000,218000,27/03/2018,23/10/2018
,,12,Ballacross Road,Slieau Whallian View,Peel,IM5 1QP,German,286950,286950,27/03/2018,22/08/2018
,Thie Awin,,Cronkbourne,Tromode,Douglas,IM4 4QH,Braddan,1790000,1790000,27/03/2018,23/02/2019
Apartment 58,,,The Courtyard,,Castletown,IM9 1DQ,Malew,1,112500,28/03/2018,19/04/2018
Apartment 59,,,The Courtyard,,Castletown,IM9 1DQ,Malew,1,132000,28/03/2018,19/04/2018
,,3,Duke Street,,Peel,IM5 1NG,German,155000,155000,28/03/2018,13/04/2018
,,50,Royal Park,,Ramsey,IM8 3UF,Lezayre,299999,299999,28/03/2018,17/08/2018
,The Cottage,,Gawne'S Court,,Peel,IM5 1BB,German,225000,225000,28/03/2018,2/5/2018
Flat 7,,,Wood View Court,Reayrt Ny Keylley,Peel,IM5 1GG,German,156000,156000,28/03/2018,2/5/2018
,,2,Richmond Close,Glen Park,Douglas,IM2 6HR,Onchan,187000,187000,28/03/2018,9/5/2018
,,7,Cronk Y Berry,,Douglas,IM2 6EX,Onchan,297000,297000,28/03/2018,26/06/2018
,,2,Broogh Wyllin,Shore Road,Kirk Michael,IM6 1HA,Michael,280000,280000,28/03/2018,29/06/2018
,,20,Richmond Grove,,Douglas,IM1 3JZ,Onchan,180000,180000,28/03/2018,19/09/2018
,Shared Area In Relation To,20,Richmond Grove,,Douglas,IM1 3JZ,Onchan,0,0,28/03/2018,21/09/2018
,,11,Ballacross Road,Slieau Whallian View,Peel,IM5 1QP,German,286950,286950,28/03/2018,23/08/2018
Flat 3,Magnus Court,,Kings Reach,,Ramsey,IM8 3NT,Lezayre,95000,95000,29/03/2018,6/4/2018
,,163,Fairways Approach,Mount Murray,Braddan,IM4 2JH,Braddan,30000,375000,29/03/2018,10/4/2018
,,90,Hailwood Avenue,Governors Hill,Douglas,IM2 4AP,Onchan,185000,185000,29/03/2018,13/04/2018
,,5,Orry Street,,Douglas,IM1 1BW,Onchan,140000,140000,29/03/2018,23/04/2018
,,10,Prospect Hill,,Douglas,IM1 1ES,Onchan,265000,265000,29/03/2018,27/04/2018
Flat 405,Admirals Court,,Mooragh Promenade,,Ramsey,IM8 3AZ,Lezayre,122000,122000,29/03/2018,26/04/2018
,,22,Hope Street,,Castletown,IM9 1AP,Malew,150000,150000,29/03/2018,30/07/2018
,,15,Oak Road,Ballawattleworth Estate,Peel,IM5 1WB,German,225000,225000,29/03/2018,27/04/2018
,,32,Auldyn Walk,,Ramsey,IM8 2TN,Lezayre,176000,176000,29/03/2018,4/5/2018
,,72,Royal Avenue,,Onchan,IM3 1LB,Onchan,215000,215000,29/03/2018,16/05/2018
,,58,Lhonvane Close,Ballachurry Park,Onchan,IM3 3BA,Onchan,390000,390000,29/03/2018,13/07/2018
,Emmagail Cottage,,Qualtroughs Lane,Ballafesson,Port Erin,IM9 6TP,Rushen,297000,297000,29/03/2018,22/06/2018
,,39,Baldrine Park,,Baldrine,IM4 6DB,Lonan,350000,350000,29/03/2018,11/6/2018
,,5,Belmont Terrace,,Douglas,IM1 4NL,Onchan,365000,365000,29/03/2018,19/06/2018
Garage,Clybane,,Mooragh Promenade,,Ramsey,,Lezayre,35000,35000,29/03/2018,29/08/2018
,,22,Laureston Grove,,Douglas,IM2 4BG,Onchan,215000,215000,29/03/2018,29/08/2018
,,16,Samuel Webb Crescent,Reayrt Y Sheear,Douglas,IM2 6PP,Onchan,198500,198500,29/03/2018,29/06/2018
,,,2 Milner Terrace,,Castletown,IM9 1AJ,Malew,155000,155000,29/03/2018,29/06/2018
,,85,Fairways Drive,Mount Murray,Braddan,IM4 2JF,Braddan,295000,295000,29/03/2018,28/08/2018
Apartment 14,The Elms,,Lezayre Road,,Ramsey,IM8 2TA,Lezayre,195000,195000,29/03/2018,13/08/2018
,,9,Auldyn Court,Auldyn Walk,Ramsey,IM8 2TP,Lezayre,130000,130000,29/03/2018,31/07/2018
,,117,Ballacriy Park,,Colby,IM9 4ND,Arbory,110000,220000,30/03/2018,21/06/2018
,,12,Lower Dukes Road,,Douglas,IM2 4BJ,Onchan,0.25,270000,1/4/2018,10/9/2018
,Garage 1,,Hutchinson Square,,Douglas,,Onchan,0.25,10000,1/4/2018,15/10/2018
,Fy Yerrey,,Glen Rushen Road,,Glen Maye,IM5 3BA,Patrick,0,360000,3/4/2018,13/04/2018
,,9,Ridgeway Road,,Onchan,IM3 1HT,Onchan,317500,317500,3/4/2018,27/04/2018
Substation Site,Grest Farm,,Bride Road,,Ramsey,,Lezayre,50,500,3/4/2018,26/07/2018
,King Edward Bay Golf And Country Club,,Groudle Road,,Onchan,IM3 2JR,Onchan,775000,775000,3/4/2018,17/09/2018
,Doves Hill,,Glen Road,,Ballaugh,IM7 5JB,Ballaugh,515000,515000,3/4/2018,13/09/2018
,,3,Mcleods Field,,Peel,IM5 1UX,German,185000,185000,3/4/2018,19/02/2019
,Land At Doves Hill,,Glen Road,,Ballaugh,IM7 5JB,Ballaugh,0.25,0.25,3/4/2018,17/09/2018
,,14,Gibbs Park,,Ramsey,IM8 3LD,Lezayre,236500,236500,4/4/2018,14/08/2018
,Two Parcels Of Land,,Creg Ny Baa,,Onchan,,Onchan,18000,18000,4/4/2018,14/09/2018
,112 St. Pauls Apartments,,St. Pauls Square,,Ramsey,IM8 1LE,Maughold,38500,38500,5/4/2018,11/4/2018
,Showroom And Workshop,,Derby Road,,Ramsey,IM8 1DA,Lezayre,200000,200000,5/4/2018,27/04/2018
,Glevum,,Stanley Place,,Douglas,IM2 4ES,Onchan,185000,185000,5/4/2018,26/04/2018
,Lonsdale,3,Ballagarey Road,,Glen Vine,IM4 4EA,Marown,265000,265000,5/4/2018,31/05/2018
,,36,Claughbane Drive,,Ramsey,IM8 2BG,Maughold,260000,260000,5/4/2018,6/8/2018
,Sunset House,18,Hutchinson Square,,Douglas,IM2 4HS,Onchan,357500,357500,6/4/2018,13/04/2018
,,20,Sprucewood View,,Foxdale,IM4 3HA,Patrick,235000,235000,6/4/2018,14/05/2018
,,44,Hawarden Avenue,,Douglas,IM1 4BG,Onchan,240000,240000,6/4/2018,8/5/2018
,,10,Howstrake Drive,,Onchan,IM3 1BR,Onchan,248000,248000,6/4/2018,9/5/2018
,Castle View Nursing Home,,Ballatessan,,Peel,IM5 1DX,German,0,0,6/4/2018,6/6/2018
,,23,Buttermere Drive,,Onchan,IM3 2ED,Onchan,275000,275000,6/4/2018,6/7/2018
,Shamballa,12,Wybourn Drive,,Onchan,IM3 4AJ,Onchan,238000,238000,6/4/2018,30/05/2018
,,10,Hatfield Grove,,Douglas,IM1 3HD,Onchan,141000,141000,6/4/2018,4/6/2018
,Canberra House,13,Princes Street,,Douglas,IM1 1BD,Onchan,305000,305000,6/4/2018,26/06/2018
,Castle View Nursing Home,,Glenfaba Road,Ballatessan,Peel,IM5 1DX,German,0,0,6/4/2018,25/07/2018
,Heatherlea House,,Lhoobs Road,The Eairy,Foxdale,IM4 3JA,Patrick,295000,295000,6/4/2018,20/07/2018
,,8,Carnane Lane,Ballakilley,Port St Mary,IM9 5NQ,Rushen,385000,385000,6/4/2018,14/08/2018
Flat 3,Ellan Court,,Mooragh Promenade,,Ramsey,IM8 3AB,Lezayre,0,65000,8/4/2018,17/08/2018
Apartment 148,Spectrum Apartments,,Central Promenade,,Douglas,IM2 4JL,Onchan,215000,215000,9/4/2018,23/04/2018
,The Tramway Stables And 1-3 Tramway Terrace,,Strathallan Crescent,Queens Promenade,Douglas,IM2 4NR,Onchan,600000,600000,9/4/2018,21/05/2018
Parcel Of Land,Knock E Loughan Cottage,,Oatlands Road,,Santon,IM4 1ED,Santon,0,15000,9/4/2018,8/8/2018
,Land Part Of Ballavoddan,,Crossag Road,,Ballasalla,IM9 3EF,Malew,400000,400000,9/4/2018,30/05/2018
,Cadran Cottage,,Ballanard Road,,Douglas,IM2 5PN,Onchan,250000,250000,9/4/2018,6/6/2018
,,8,Ashbourne Grove,,Douglas,IM2 1NP,Braddan,20000,240000,9/4/2018,22/08/2018
,,10,Ivydene Avenue,Birch Hill Park,Onchan,IM3 3HD,Onchan,250000,250000,9/4/2018,17/09/2018
Apartment 5,Central Apartments,,Broadway,,Douglas,IM2 4EL,Onchan,250000,250000,9/4/2018,9/8/2018
,,35,Laurel Avenue,Birchill Park,Onchan,IM3 3JQ,Onchan,383000,383000,10/4/2018,27/06/2018
,,102,Silverburn Crescent,,Ballasalla,IM9 2ED,Malew,140000,280000,10/4/2018,29/06/2018
,Garage Adjacent To Glen View,,Jurby Road,St Judes,Andreas,IM7 2ER,Andreas,0,30000,11/4/2018,13/04/2018
,,3,Muir Terrace,Glen Road,Laxey,IM4 7AS,Lonan,115000,115000,11/4/2018,23/04/2018
,,9,Briarfield Avenue,,Onchan,IM3 3JN,Onchan,265000,265000,11/4/2018,6/7/2018
,Land Adjoining,,Ramsey Golf Club,,Ramsey,,Maughold,6000,6000,11/4/2018,3/10/2018
,Land Adjoining,,Ramsey Golf Course,,Ramsey,,Maughold,10,10,11/4/2018,3/10/2018
,,12,Gibbs Park,,Ramsey,IM8 3LD,Lezayre,236500,236500,11/4/2018,30/08/2018
,,8,Carnane View,Ballakilley,Port St Mary,IM9 5NR,Rushen,321950,321950,11/4/2018,14/08/2018
,May Cottage,,Fistard Road,,Port St Mary,IM9 5EF,Rushen,110000,110000,11/4/2018,5/9/2018
,Cronk View,45,Ballanard Road,,Douglas,IM2 5HB,Onchan,108000,324000,11/4/2018,7/12/2018
,Ballacallin Cottage,,Croit-E-Caley,,Colby,IM9 4AR,Rushen,0,310000,12/4/2018,11/5/2018
,,14,Murrays Road,,Douglas,IM2 3HT,Onchan,335000,335000,12/4/2018,23/04/2018
,,17,All Saints Park,,Lonan,IM4 7LB,Lonan,290000,290000,12/4/2018,4/5/2018
,Thie Vannin,,Nassau Road,Regaby,Bride,IM7 4AL,Bride,360000,360000,12/4/2018,16/05/2018
Apartment 8,Quay West Apartments,,Bridge Road,,Douglas,IM1 5AG,Onchan,170000,170000,12/4/2018,17/05/2018
,,1,Dreeym Balley Cubbon,,Colby,IM9 4NP,Arbory,160000,160000,12/4/2018,21/05/2018
,,9,Slieau Whallian Park,,St Johns,IM4 3JH,German,158000,158000,12/4/2018,7/6/2018
,Riversdale,,Strang Road,,Union Mills,IM4 4NP,Braddan,340000,340000,12/4/2018,19/07/2018
,Seafield Farm,,Bollyn Road,,Ballaugh,IM7 5AY,Ballaugh,1050000,1050000,12/4/2018,21/01/2019
Flat 310,Queens Court,,Queens Promenade,,Ramsey,IM8 1LF,Maughold,83000,83000,13/04/2018,30/04/2018
Apartment 13,The Pavilions,,Fairway Drive,,Ramsey,IM8 2BQ,Maughold,320000,320000,13/04/2018,25/05/2018
,,12,Melbourne Street,,Douglas,IM2 3HB,Onchan,100000,100000,13/04/2018,6/6/2018
Parcel Of Land Adjoining,Rockville,,Main Road,,Crosby,IM4 2DW,Marown,75000,75000,13/04/2018,7/6/2018
,,11,Gibbs Park,,Ramsey,IM8 3LD,Lezayre,235000,235000,13/04/2018,20/08/2018
,,,2 Hillcroft,Governors Hill,Douglas,IM2 7DW,Onchan,240000,240000,13/04/2018,28/08/2018
,,3,Truggan Close,,Port Erin,IM9 6JR,Rushen,0.25,500000,13/04/2018,21/08/2018
,,15,Ballacross Road,Slieau Whallian View,Peel,IM5 1QP,German,271000,271000,13/04/2018,24/08/2018
,,,Rockville,Main Road,Crosby,IM4 2DW,Marown,675000,675000,13/04/2018,13/08/2018
,,22,Castlemona Avenue,,Douglas,IM2 4EQ,Onchan,163500,163500,13/04/2018,26/07/2018
Apartment 2,Empress Apartments,,Central Promenade,,Douglas,IM2 4LQ,Onchan,107500,107500,13/04/2018,13/08/2018
,,4,Meayll Drive,Ballakilley,Port St Mary,IM9 5NT,Rushen,356950,356950,13/04/2018,23/08/2018
,Berwyn,,School Hill,South Cape,Laxey,IM4 7JA,Lonan,230000,230000,16/04/2018,25/04/2018
,,7,Croit-E-Quill Close,,Lonan,IM4 7EJ,Lonan,208000,208000,16/04/2018,11/5/2018
,,56,Magherchirrym,Ponyfields,Port Erin,IM9 6DB,Rushen,160000,160000,16/04/2018,30/04/2018
Flat 7,Withington Court,,Withington Road,,Douglas,IM2 3BE,Onchan,110000,110000,16/04/2018,15/05/2018
,,10,Groudle Road,,Onchan,IM3 2JE,Onchan,290000,290000,16/04/2018,12/6/2018
,Fernside,,Glen Auldyn,,Lezayre,IM7 2AH,Lezayre,250000,250000,16/04/2018,15/06/2018
Car Parking Space 8,Prospect House Apartments,159,Woodbourne Road,,Douglas,IM1 3HH,Onchan,7000,7000,16/04/2018,19/06/2018
Apartment 6,Prospect House Apartments,,159 Woodbourne Road,,Douglas,,Onchan,153000,153000,16/04/2018,27/06/2018
,,27,Close Cowley,,Douglas,IM2 2HU,Braddan,162500,162500,16/04/2018,29/08/2018
,,12,St Catherines Close,,Douglas,IM1 4HY,Onchan,215000,215000,17/04/2018,10/5/2018
,,74,Cronk Cullyn,,Colby,IM9 4NQ,Arbory,335000,335000,17/04/2018,23/05/2018
,Garage 16,,Douglas Head Apartments,Douglas Head,Douglas,IM1 5BZ,Braddan,23000,23000,17/04/2018,4/6/2018
Apartment 3,Beresford House,,Queens Promenade,,Douglas,IM2 4NE,Onchan,169950,169950,17/04/2018,14/08/2018
,Ingleside,,Shore Road,,Castletown,IM9 1BF,Malew,275000,275000,17/04/2018,8/4/2019
Apartment 32,St Ninians Court,,St Ninians Road,,Douglas,IM2 4BY,Onchan,0.25,246000,18/04/2018,11/5/2018
,Smeale Beg,,Coast Road,,Andreas,IM7 3EB,Andreas,615000,615000,18/04/2018,9/5/2018
,,7,Mull View,,Kirk Michael,IM6 1AQ,Michael,176000,176000,18/04/2018,30/05/2018
,The Anchorage,,Queens Road,,Port St Mary,IM9 5EU,Rushen,150000,150000,18/04/2018,15/08/2018
,,13,Ballacross Road,Slieau Whallian View,Peel,IM5 1QP,German,271000,271000,18/04/2018,10/9/2018
,Fairways Court,,Hampton Farm,,Douglas,IM2 2DN,Braddan,0.25,0.25,18/04/2018,25/06/2019
,,18,Clybane Rise,,Douglas,IM2 2LU,Braddan,120000,240000,19/04/2018,23/05/2018
,Wyngates,41,Bray Hill,,Douglas,IM2 5BD,Onchan,350000,350000,19/04/2018,28/06/2018
,,18,Clybane Rise,,Douglas,IM2 2LU,Braddan,120000,240000,19/04/2018,23/05/2018
,Thie Grianagh,,Balleira Road,,Kirk Michael,IM6 1EE,Michael,121000,121000,19/04/2018,28/09/2018
,,82,Ballagarey Road,,Glen Vine,IM4 4EJ,Marown,305000,305000,19/04/2018,21/08/2018
,Carnaween,,Battery Road,,Peel,IM5 1UD,German,300000,300000,20/04/2018,27/04/2018
,,33,Slieau Curn Park,,Kirk Michael,IM6 1EP,Michael,164000,164000,20/04/2018,26/04/2018
,,10,Lime Street,,Port St Mary,IM9 5ED,Rushen,203500,203500,20/04/2018,12/6/2018
,The New Farmhouse,,Abbeylands Estate,Abbeylands,Onchan,IM4 5BX,Onchan,1210000,1210000,20/04/2018,5/6/2018
,Stables 4 And 5E,,Abbeylands Estate,,Onchan,IM4 5BX,Onchan,10000,10000,20/04/2018,6/6/2018
